	sampleID	seqID	patientID	experiment	Time	group	group2	Bacteroidaceae	Bacteroidales_S24.7_group	Bacteroidales_unclassified	Rikenellaceae	Porphyromonadaceae	Bacteroidetes_unclassified	Prevotellaceae	Flavobacteriaceae	Cytophagaceae	Sphingobacteriaceae	Lactobacillaceae	Lachnospiraceae	Erysipelotrichaceae	Peptostreptococcaceae	Ruminococcaceae	Family_XIII	Enterococcaceae	Paenibacillaceae	Clostridiales_unclassified	Staphylococcaceae	Firmicutes_unclassified	Bacillaceae	Listeriaceae	Lactobacillales_unclassified	Streptococcaceae	Clostridia_unclassified	Bacilli_unclassified	Family_XI	Clostridiaceae_1	Bacillales_unclassified	Christensenellaceae	Veillonellaceae	Leuconostocaceae	Acidaminococcaceae	Thermoactinomycetaceae	Planococcaceae	Eubacteriaceae	Aerococcaceae	Carnobacteriaceae	Peptococcaceae	Enterobacteriaceae	Pseudomonadaceae	Mitochondria	Oxalobacteraceae	Comamonadaceae	Xanthomonadaceae	Gammaproteobacteria_unclassified	Desulfovibrionaceae	Campylobacteraceae	Moraxellaceae	Hyphomicrobiaceae	Campylobacterales_unclassified	Brucellaceae	Phyllobacteriaceae	Rhizobiaceae	Halomonadaceae	Bradyrhizobiaceae	Rhizobiales_unclassified	Rhodobacteraceae	Betaproteobacteria_unclassified	Alcaligenaceae	Burkholderiaceae	Burkholderiales_unclassified	Alphaproteobacteria_unclassified	Caulobacteraceae	Methylobacteriaceae	Nevskiaceae	Bifidobacteriaceae	Coriobacteriaceae	Actinobacteria_unclassified	Corynebacteriaceae	Microbacteriaceae	Actinobacteria_unclassified.1	Actinomycetaceae	Brevibacteriaceae	Cellulomonadaceae	Pseudonocardiaceae	Micrococcales_unclassified	Streptomycetaceae	Corynebacteriales_unclassified	Micrococcaceae	Nocardiaceae	Micromonosporaceae	Verrucomicrobiaceae	Verrucomicrobiales_unclassified	Verrucomicrobia_unclassified	Fusobacteriaceae	Mollicutes_unclassified	Mollicutes_RF9_fa	Mycoplasmataceae	Synergistaceae	Unknown_Family	Bacteria_unclassified	unknown_unclassified	Chloroplast_fa	Obscuribacterales_fa	Methanobacteriaceae
79	17783cec	17783cec	17783	chen_model	28	xg_cdiff	xg_cdiff	4.74708449595764	27.0980897188238	0.783429920583816	0.493668169135008	0	0	0	0	0	0	1.05530514416541	33.1759318881019	0.0321957501609788	0.0107319167203262	6.13865636402662	0.0286184445875367	0	0	0.604564641911712	0	0.0357730557344208	0	0	0	0.00357730557344208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042927666881305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36130786291765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.9366101452386	0.96229519925592	0.200329112112757	0	0	0	0	0	0	6.28890319811118	0	0	0	0
80	17783n01	17783n01	17783	chen_model	-1	xg_cdiff	xg_cdiff	21.7320536566201	15.9117696581916	2.08789358477858	0.398495818600213	0	0	0.00561261716338329	0	0	0	7.76224953695908	0.903631363304709	3.18235393163832	0.0112252343267666	0.235729920862098	0.0449009373070663	0	0	1.94196553853062	0.00561261716338329	0.0449009373070663	0	0	0	0.00561261716338329	0	0	0.00561261716338329	0	0	0	0	0	0	0	0	0	0	0	0	12.3533703766066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31335241623169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.235280911489	1.04955940955267	0.213279452208565	0	0	0	0	0	0	6.55553684683168	0	0	0	0
81	17783n08	17783n08	17783	chen_model	-8	xg_cdiff	xg_cdiff	2.08429828624363	30.7839277443261	5.56970819823993	2.54747568318666	0	0.086845761926818	0	0	0	0	14.3816581750811	8.76563223714683	2.31588698471515	0	2.48957850856878	0.0578971746178786	0	0.00578971746178786	0.926354793886058	0	0.0578971746178786	0	0	0	0	0.00578971746178786	0	0	0.00578971746178786	0	0	0	0	0	0	0	0	0	0	0	0.0115794349235757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1956924502084	0.862667901806392	1.25057897174618	0	0	0	0	0.00578971746178786	0	0	0	0	0	0	0	0	2.02061139416396	0.0984251968503937	0.0463177396943029	0	0	0.0115794349235757	0	0	0	15.4064381658175	0	0.00578971746178786	0	0
82	17783p00	17783p00	17783	chen_model	0	xg_cdiff	xg_cdiff	0.222299409517193	0.805835359499826	0.156304272316777	0.145883987495658	0	0	0	0	0	0	5.425494963529	0.159777700590483	6.01250434178534	0.00347342827370615	0.42375824939215	0.024313997915943	0.0208405696422369	0	0.305661688086141	0	0.00347342827370615	0	0	0.0104202848211184	0	0.00347342827370615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.8850295241403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024313997915943	0	0.00347342827370615	0	0	0	0	0	0	0	0	0	0	0	0	0	15.4220215352553	1.03508162556443	0.434178534213269	0	0	0	0	0	0	0.465439388676624	0	0.0069468565474123	0	0
83	17783p01	17783p01	17783	chen_model	1	xg_cdiff	xg_cdiff	25.9070753807596	1.22228648544438	0.0154231733179102	0	0	0	0	0	0	0	15.9899749373434	7.66917293233083	1.34567187198766	0.134952766531714	1.78137651821862	0	0	0	0.975515712357818	0	0	0	0.00385579332947754	0	0	0.00385579332947754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.1017929438982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42914979757085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.7040678619626	1.17987275882013	0.28147291305186	0	0	0	0	0	0	0.25062656641604	0	0.00385579332947754	0	0
84	17783p04	17783p04	17783	chen_model	4	xg_cdiff	xg_cdiff	19.9501764583766	23.9568195972597	0.415196180195142	0.0467095702719535	0	0	0.00518995225243928	0	0	0	0.71621341083662	15.8137845131825	1.53103591446959	0.00518995225243928	2.21610961179157	0.155698567573178	0	0	0.86153207390492	0.00518995225243928	0.0518995225243928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18496989827694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36495744239153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.2026157359352	1.06913016400249	0.321777039651235	0	0.00518995225243928	0	0	0	0	7.12061449034669	0	0	0	0
85	17783p07	17783p07	17783	chen_model	7	xg_cdiff	xg_cdiff	9.53192665622409	30.793329033447	1.19782548604073	0.382382751313001	0	0	0	0	0	0	0.0737123376025062	14.8944992168064	0.0691053165023496	0	5.80023956509721	0.0691053165023496	0	0	0.543628489818483	0	0.0921404220031328	0	0	0.00460702110015664	0.00460702110015664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0875334009029761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101354464203446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.6630424767345	0.953653367732424	0.313277434810651	0	0	0	0	0	0	16.4240302220584	0	0	0	0
86	17791cec	17791cec	17791	chen_model	28	std	std	0.0357946410308857	0.0153405604418081	0	0	0	0	0	0	0	0	2.58232767437104	49.7750051135202	2.60278175496011	0.296584168541624	11.1167928001636	0	0	0	0.0562487216199632	0	0.0971568827981182	0	0	0	0.00511352014726938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.562487216199632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70791572918797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.7232562896298	0.0869298425035795	1.30394763755369	0	0	0	0	0	0	3.02720392718347	0	0	0	0.00511352014726938
87	17791n01	17791n01	17791	chen_model	-1	std	std	0.0425506048264543	0.0121573156647012	0.00607865783235062	0	0	0.00607865783235062	0.00607865783235062	0	0	0	64.0568962373108	0.0121573156647012	9.93252689806091	0	0.0121573156647012	0	0	0	0	0	0.0182359734970519	0	0	0.00607865783235062	0	0	0.0121573156647012	0.00607865783235062	0	0	0	0	0	0	0	0.00607865783235062	0	0	0	0	25.5182055802079	0	0.00607865783235062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00607865783235062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29177557595283	0.0121573156647012	0.00607865783235062	0	0	0	0	0	0	0.00607865783235062	0	0.0182359734970519	0	0
88	17791n06	17791n06	17791	chen_model	-6	std	std	4.15471177851474	29.3289115773	3.24179304691284	7.63125535641093	0	0.0484405857584678	0	0	0	0	21.9547639452994	21.7088348176026	1.30416961657413	0	4.59440324924544	0.208667138651861	0	0	2.21708834817603	0	0.130416961657413	0	0	0	0.0111785967134926	0.0223571934269851	0	0	0	0	0.00745239780899504	0	0	0	0	0	0	0	0	0	0.0372619890449752	0	0	0	0	0	0	0	0	0	0.00372619890449752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0223571934269851	0.629727614860081	0.868204344747923	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37634608935425	0.0149047956179901	0.00745239780899504	0	0	0	0	0	0	1.47184856727652	0	0.00372619890449752	0	0
89	17791n08	17791n08	17791	chen_model	-8	std	std	4.03786808933522	39.6830378157853	5.59652701501125	4.70735917150479	0	0.0575343898739474	0	0	0	0	16.4339139076312	4.81196715309378	12.6471049741095	0.00523039907944976	3.12777864951096	0.0523039907944976	0	0	0.899628641665359	0	0.0366127935561483	0.00523039907944976	0	0.0261519953972488	0.0156911972383493	0.00523039907944976	0.0104607981588995	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0470735917150479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51158533396098	1.04607981588995	1.0094670223338	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16015481981275	0.141220775145144	0	0.0104607981588995	0	0.0104607981588995	0	0	0	1.89863486584026	0	0.00523039907944976	0	0
90	17791p00	17791p00	17791	chen_model	0	std	std	0.0251351011687822	0.247161828159692	0.0209459176406518	0.0125675505843911	0.00418918352813037	0	0	0	0	0	54.2624942398727	0.0209459176406518	0.754053035063466	0.00418918352813037	0.00837836705626074	0.00418918352813037	0.0209459176406518	0	0.00837836705626074	0	0.0125675505843911	0	0	0.0167567341125215	0.00418918352813037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.376021113485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00418918352813037	0	0	0	0	0	0	0.00418918352813037	0	0	0	0	0	0	0	0	0.150810607012693	0	0.0125675505843911	0	0	0	0	0	0	0.0167567341125215	0	0.00837836705626074	0	0
91	17791p01	17791p01	17791	chen_model	1	std	std	0.0108418713069876	0.0325256139209628	0	0	0.00542093565349379	0	0	0	0	0	25.5922372201442	0.0542093565349379	1.56122946820621	13.0102455683851	0	0	0	0	0.0325256139209628	0	0.0162628069604814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.5444245676804	0	0.00542093565349379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0162628069604814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.4758497316637	1.1329755515802	0.433674852279503	0	0	0	0	0	0	0.0650512278419255	0	0.0108418713069876	0	0
92	17791p04	17791p04	17791	chen_model	4	std	std	0.160664078189851	0.0200830097737314	0	0	0.00669433659124381	0	0	0	0	0	16.2739322533137	7.71857008970411	14.4865443834516	0.408354532065872	3.09278350515464	0.00669433659124381	0	0	0.0133886731824876	0.00669433659124381	0.14058106841612	0	0	0.0133886731824876	0	0	0	0.0200830097737314	0	0	0	0	0	0	0	0	0	0	0	0	16.3140982728612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133886731824876	0	0	0	0	0	10.0281162136832	0.00669433659124381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.6249832641585	1.31878430847503	0.200830097737314	0	0	0	0	0	0	1.11125987414647	0	0.00669433659124381	0	0.00669433659124381
93	17791p07	17791p07	17791	chen_model	7	std	std	0.0173032832980058	0.0129774624735043	0.0086516416490029	0	0	0	0.0129774624735043	0	0	0	14.4914997620799	5.58463468443137	10.8924168360946	0.0129774624735043	0.354717307609119	0	0.00432582082450145	0	0	0	0.125448803910542	0	0	0	0	0	0	0.0086516416490029	0	0	0	0	0	0.00432582082450145	0	0	0	0	0	0	3.94947441276982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71726435091059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.6792836440715	1.64813773413505	0.454211186572652	0	0	0	0	0	0	13.0207206817494	0	0	0	0
94	17792cec	17792cec	17792	chen_model	28	std	std	0.019122896481387	0.012748597654258	0	0	0	0	0.0254971953085161	0	0	0	3.10428352881183	34.6124426313106	5.8006119326874	0.618306986231515	10.7853136155023	0.00637429882712902	0	0	0.114737378888322	0	0.121111677715451	0	0	0	0	0	0	0.012748597654258	0	0	0	0	0	0	0	0	0	0	0	0	1.49158592554819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00790413054564	0	0	0.00637429882712902	0	0	0	0	0	0	0	0	0	0	0	0	30.4181540030597	0.178480367159612	1.38959714431413	0	0	0	0	0	0	9.27460479347272	0	0	0	0
95	17792n06	17792n06	17792	chen_model	-6	std	std	4.23826948909167	40.8495066932234	4.9099078234286	2.44105794617629	0	0.018527954050674	0	0	0	0	24.7487146231877	8.97216174903886	5.90578535365232	0	2.2928343137709	0.171383574968734	0	0	1.06998934642642	0	0.0463198851266849	0	0	0	0.00463198851266849	0.00926397702533698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0555838621520219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.713326230950947	0.453934874241512	0.49099078234286	0	0	0	0	0	0	0	0	0	0	0	0	0	0.750382139052295	0.0509518736393534	0.00463198851266849	0	0.0138959655380055	0.018527954050674	0	0	0	1.76941961183936	0	0	0	0
96	17792n08	17792n08	17792	chen_model	-8	std	std	3.18660545503646	33.7402106400216	5.09856872805833	4.60167431812044	0.00540102619497705	0.0216041047799082	0	0	0	0	22.4952741020794	7.61544693491763	11.6284093977856	0.0162030785849311	3.02457466918715	0.129624628679449	0	0.00540102619497705	0.793950850661626	0	0.0648123143397245	0	0	0	0.00540102619497705	0.00540102619497705	0	0	0	0	0.00540102619497705	0	0	0	0	0	0	0	0	0	0.0648123143397245	0	0.00540102619497705	0	0	0	0	0.00540102619497705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.87253578179854	0.653524169592222	0.718336483931947	0	0	0	0	0	0	0	0	0	0	0	0	0	0.761544693491763	0.0324061571698623	0.0162030785849311	0	0	0.0108020523899541	0	0	0	1.41506886308399	0	0	0	0
97	17792p00	17792p00	17792	chen_model	0	std	std	0.0219818869251737	0.0263782643102084	0.00439637738503473	0.00439637738503473	0	0.00439637738503473	0	0	0	0	42.2447902927987	0.0219818869251737	2.75652862041678	0	0.00879275477006946	0	0	0	0	0	0.0835311703156599	0	0	0	0	0	0	0	0	0	0	0.00439637738503473	0	0	0	0	0	0	0	0	31.3461707552976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00439637738503473	0	0	0	0	0	0	0	0	0	0	0	0	0	21.9730941704036	1.18262551657434	0.24180075617691	0	0	0	0	0	0	0.0527565286204168	0	0.0175855095401389	0	0
98	17792p04	17792p04	17792	chen_model	4	std	std	0.0254000508001016	0.0036285786857288	0	0	0.0036285786857288	0	0	0	0	0	35.3568707137414	3.83903624950107	20.3164120613955	0.315686345658406	1.01237345331834	0	0.0036285786857288	0	0.0036285786857288	0	0.09071446714322	0	0	0.0036285786857288	0	0	0	0.0108857360571864	0.0036285786857288	0	0	0	0	0	0	0	0	0	0	0	10.8929932145579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15240030480061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.2491382125621	0.156028883486338	1.3353169563482	0	0	0	0	0	0	0.192314670343626	0	0.0326572081715592	0	0
99	17792p07	17792p07	17792	chen_model	7	std	std	0.0385158556939273	0.00855907904309496	0.00427953952154748	0	0.00427953952154748	0	0	0	0	0	14.6445842427355	6.36367526854111	12.1025377669363	0.0342363161723798	1.96858817991184	0	0	0.00427953952154748	0.00427953952154748	0	0.111268027560235	0	0	0	0	0	0.00427953952154748	0.00855907904309496	0	0	0	0	0	0	0	0	0	0	0	0	4.95998630547353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.77455385800488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.487182779133	1.85304061283006	0.355201780288441	0	0	0	0	0	0	5.26811315102495	0	0	0	0
100	17793n06	17793n06	17783	chen_model	-6	std	std	7.02745156705812	33.996559204129	3.58291570050116	0.564739322312813	0	0.0186999775600269	0	0	0	0	2.24773730271524	21.6358740369512	5.01907397711123	0	2.32627720846735	0.0860198967761239	0	0.00373999551200539	0.276759667888399	0	0.0411399506320592	0	0	0.00373999551200539	0.00747999102401077	0.00373999551200539	0	0	0	0	0.0112199865360162	0	0	0	0	0	0	0	0	0	0.0186999775600269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.92841648590022	0.557259331288802	0.92377889146533	0	0	0	0	0	0	0	0	0	0	0	0	0.00373999551200539	9.93716807539831	0.497419403096716	0.14585982496821	0.00747999102401077	0.00373999551200539	0	0	0	0	8.1232702520757	0	0	0	0
101	17801cec	17801cec	17801	chen_model	28	std	std	20.5600048908724	33.0439567157792	0.0550223146053677	0	0	0	0	0	0	0	1.05153756801369	30.3111817570459	0.0733630861404903	0	6.85944855413584	0	0	0	0.122271810234151	0	0.00611359051170753	0	0	0	0	0	0	0.00611359051170753	0	0	0	0	0	0	0	0	0	0	0	0	0.0183407715351226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.268997982515131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69957816225469	0.128385400745858	0.0427951335819527	0	0.201748486886348	0	0	0	0	5.54502659411873	0	0.00611359051170753	0	0
102	17801n06	17801n06	17801	chen_model	-6	std	std	3.24353303846669	35.3259169905732	4.13706831077157	4.48554706697047	0	0.0223383818076219	0.0134030290845731	0	0	0	11.4193807800563	14.2831613277934	0.0536121163382925	0.00893535272304874	2.37680382433097	0.187642407184024	0	0	1.18840191216548	0.00893535272304874	0.0446767636152437	0	0	0	0.035741410892195	0.0402090872537193	0	0.00446767636152437	0	0	0.00446767636152437	0	0	0	0	0	0	0	0	0	0.035741410892195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.04105794576241	0.665683777867131	1.06777465040432	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23754635214225	0.0580797926998168	0.00446767636152437	0	0	0.0134030290845731	0	0	0	12.9920028593129	0	0	0	0
103	17801n08	17801n08	17801	chen_model	-8	std	std	1.73239798100779	34.8404482847121	4.49995722474121	2.62640088972538	0.00427752587903157	0.0727179399435367	0	0	0	0	9.99230045341774	7.47711523654718	0.0727179399435367	0.00427752587903157	0.936778167507913	0.0855505175806314	0	0	0.466250320814441	0.0128325776370947	0.0427752587903157	0	0	0	0.00427752587903157	0.00427752587903157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0171101035161263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73094362220891	2.13020788775772	0.740011977072461	0	0	0	0	0	0	0	0	0	0	0	0	0	4.03370690392677	0.243818975104799	0.059885362306442	0	0	0.0171101035161263	0	0	0	25.1518521687056	0	0	0	0
104	17801p00	17801p00	17801	chen_model	0	std	std	27.2355060596135	6.78021618080576	0.00409433344251556	0	0	0	0	0	0	0	13.3229610219456	0.0982640026203734	1.33065836881756	0	0.00818866688503112	0.0409433344251556	0	0	0	0	0	0	0	0.00409433344251556	0.00409433344251556	0	0	0.00409433344251556	0	0	0	0	0	0	0	0	0	0	0	0	34.2613822469702	0	0	0	0	0	0.00409433344251556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.53652145430724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4077956108745	0.507697346871929	0.151490337373076	0	0	0	0	0	0	1.29790370127743	0	0	0	0
105	17801p01	17801p01	17801	chen_model	1	std	std	30.9049914476753	0.136059710775929	0	0	0	0	0	0	0	0	18.9200746384699	0.0272119421551858	1.0496034831286	0.921318612968434	0.0932980873892085	0.00777484061576738	0.00388742030788369	0	0.0116622609236511	0	0.00388742030788369	0.00388742030788369	0	0.00388742030788369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.7782615456383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39465090965635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.2895350645312	1.19732545482818	0.213808116933603	0	0	0	0	0	0	0.0388742030788369	0	0	0	0
106	17801p04	17801p04	17801	chen_model	4	std	std	37.02998016876	13.0808414667341	0.0738810903293541	0	0.0116654353151612	0	0.00388847843838706	0	0	0	4.22677606252673	1.62538398724579	0.668818291402574	0.0427732628222577	1.34152506124354	0.00388847843838706	0	0	0.497725240113544	0.00388847843838706	0.0272193490687094	0	0	0	0.00388847843838706	0	0.00388847843838706	0	0	0	0	0	0	0.00388847843838706	0	0	0	0	0	0	4.19177975658125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.39009215693899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.4500913792433	1.33763658280515	0.237197184741611	0	0	0	0	0	0	5.73550569662091	0	0.00777695687677412	0	0
107	17801p07	17801p07	17801	chen_model	7	std	std	48.5258881133451	20.7834149390562	0.0416710073966038	0	0	0	0.00520887592457548	0	0	0	4.6931972080425	1.60954266069382	1.24492134597354	0.010417751849151	0.140639649963538	0	0.010417751849151	0	0.177101781435566	0.00520887592457548	0.0208355036983019	0	0	0.010417751849151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.703198249817689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76049588498802	0.00520887592457548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4756745494322	0.791749140535472	0.21877278883217	0	0	0	0	0	0	3.76601729346807	0	0	0	0
108	17802cec	17802cec	17802	chen_model	28	std	std	24.6599645180367	36.0996123266969	0.019712201852947	0	0.019712201852947	0	0	0	0	0	1.88580064393193	25.5075891977134	0.144556146921611	0	4.74406991260924	0.00657073395098232	0	0	0.118273211117682	0	0.00657073395098232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0262829358039293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.315395229647152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.696497798804126	0	0.0722780734608056	0	0.0131414679019646	0	0	0	0	5.66397266574676	0	0	0	0
109	17802n01	17802n01	17802	chen_model	-1	std	std	23.8700455844858	12.6593525457776	0.00386309201885189	0	0	0	0	0	0	0	15.4253264312756	0.0386309201885189	0.61423163099745	0.00772618403770378	0	0.00386309201885189	0	0	0	0	0.0965773004712972	0	0	0.00386309201885189	0	0	0	0.0115892760565557	0	0	0	0	0	0	0	0	0	0	0	0	7.49053542455381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.79741945453141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.2209688634783	1.34435602256046	0.239511705168817	0	0	0	0	0	0	4.17213938036004	0	0	0	0
110	17802n08	17802n08	17802	chen_model	-8	std	std	1.60233918128655	32.2573099415205	5.2280701754386	2.21052631578947	0	0.105263157894737	0	0	0	0	14.8888888888889	7.52046783625731	0.0818713450292398	0	0.900584795321637	0.0701754385964912	0	0	0.432748538011696	0.0233918128654971	0.0467836257309942	0	0	0.0116959064327485	0.0116959064327485	0.0116959064327485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0467836257309942	0.0116959064327485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.68421052631579	2.0233918128655	0.982456140350877	0	0	0	0	0	0	0	0	0	0	0	0	0	3.42690058479532	0.0935672514619883	0.116959064327485	0	0	0	0	0	0	20.2105263157895	0	0	0	0
111	17802p00	17802p00	17802	chen_model	0	std	std	19.5279064637106	6.79461725126848	0	0	0	0	0.00441208912420031	0	0	0	11.0743437017428	0.0264725347452019	1.70306640194132	0.00882417824840062	0.00441208912420031	0	0.00882417824840062	0	0.00882417824840062	0	0	0	0	0.0132362673726009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.4204720935363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489741892786234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7440988307964	1.16037943966468	0.295609971321421	0	0	0	0	0	0	0.705934259872049	0	0.00882417824840062	0	0
112	17802p01	17802p01	17802	chen_model	1	std	std	34.9031007751938	0.0904392764857881	0	0	0	0	0	0	0	0	11.3049095607235	0.0161498708010336	2.2125322997416	0.0129198966408269	0.0290697674418605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.6220930232558	0	0	0	0	0	0	0	0	0	0	0	0.00322997416020672	0	0	0	0	0.00322997416020672	0	0	0	0	0	0	0	0	0	1.96382428940568	0.00645994832041344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28.0846253229974	1.48578811369509	0.203488372093023	0	0	0	0	0	0	0.0581395348837209	0	0	0	0
113	17802p04	17802p04	17802	chen_model	4	std	std	41.8282682103232	9.31500241196334	0.0337674867342016	0	0	0	0.0192957067052581	0	0	0	10.1977809937289	1.76555716353111	0.742884708152436	0.602990834539315	0.549927641099855	0	0.00964785335262904	0	0.0241196333815726	0.00482392667631452	0.0289435600578871	0	0	0	0.00964785335262904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.17269657501206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.46261456825856	0.00482392667631452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.4529667149059	0.95996140858659	0.226724553786782	0	0	0	0	0	0	4.58273034249879	0	0.00482392667631452	0	0
